Data;Godzina;Krajowe zapotrzebowanie na moc;Suma zdolnoœci wytwórczych jednostek wytwórczych w KSE;Suma zdolnoœci wytwórczych JGWa;Suma zdolnoœci wytwórczych JGFWa;Suma zdolnoœci wytwórczych JGMa;Suma zdolnoœci wytwórczych JGPVa;Sumaryczna generacja JG aktywnych: JGWa, JGFWa, JGMa i JGPVa;Sumaryczna generacja JGWa;Sumaryczna generacja JGFWa;Sumaryczna generacja JGMa;Sumaryczna generacja JGPVa;Sumaryczna generacja jednostek wytwórczych nieuczestnicz¹cych aktywnie w Rynku Bilansuj¹cym;Generacja Ÿróde³ wiatrowych;Generacja Ÿróde³ fotowoltaicznych;Sumaryczna moc ³adowania JGMa;Krajowe saldo wymiany miêdzysystemowej równoleg³ej;Krajowe saldo wymiany miêdzysystemowej nierównoleg³ej;Rezerwa mocy ponad zapotrzebowanie;Rezerwa mocy poni¿ej zapotrzebowania;Suma mocy z wykorzystanych Ofert Redukcji Obci¹¿enia JGOa
2023-08-01;11;19886;29032;19321;-;631;-;10666;10646;-;20;-;9080;3029;3161;0,00;-549;659;3146;-2749;0
2023-08-01;12;20257;29265;19316;-;486;-;10558;10403;-;155;-;9463;3417;3153;3,00;-333;659;3500;-2390;0
2023-08-01;13;20339;29558;19465;-;384;-;10333;10045;-;288;-;9709;3693;3118;11,00;-233;609;3990;-1889;0
2023-08-01;14;20129;29340;19375;-;288;-;9543;9255;-;288;-;9677;3659;3118;14,00;474;570;4742;-1046;0
2023-08-01;15;19924;29248;19506;-;170;-;9707;9537;-;170;-;9572;3647;3030;8,00;156;512;4485;-1366;0
2023-08-01;16;19720;28793;19493;-;299;-;10245;10199;-;47;-;9001;3585;2476;0,00;-86;492;3728;-2110;0
2023-08-01;17;19597;28398;19572;-;559;-;10662;10607;-;55;-;8267;3263;1949;0,00;54;524;3376;-2749;0
2023-08-01;18;19747;27682;19572;-;643;-;11024;10944;-;80;-;7467;3006;1372;0,00;599;660;3133;-2992;0
2023-08-01;19;19435;27012;19577;-;654;-;11009;10905;-;104;-;6781;2881;822;0,00;734;936;3198;-2887;0
2023-08-01;20;19529;26930;19522;-;1004;-;11312;10647;-;666;-;6404;2967;309;0,00;969;913;3445;-2584;0
2023-08-01;21;19706;26958;19426;-;1325;-;11448;10717;-;731;-;6207;3066;18;0,00;1067;950;3175;-2914;0
2023-08-01;22;19246;26872;19422;-;1162;-;10762;10323;-;440;-;6288;3217;0;0,00;1331;866;3298;-2799;0
2023-08-01;23;17598;27192;19542;-;1419;-;9597;9429;-;168;-;6231;3358;0;0,00;1198;770;3466;-2232;0
2023-08-01;24;15889;26994;19583;-;1111;-;8121;7948;-;174;-;6300;3475;0;0,00;580;963;4775;-925;0
2023-08-02;1;14706;25396;18931;-;82;-;7938;7856;-;82;-;6383;3582;0;0,00;-683;1009;4081;-906;0
2023-08-02;2;14305;25113;18931;-;0;-;8042;8042;-;0;-;6182;3434;0;0,00;-950;1009;3932;-1055;0
2023-08-02;3;14015;24979;18931;-;0;-;7944;7944;-;0;-;6048;3297;0;0,00;-949;1009;4088;-899;0
2023-08-02;4;14092;24747;18936;-;0;-;8192;8192;-;0;-;5811;3108;0;0,00;-950;1009;3779;-1213;0
2023-08-02;5;14105;24644;18990;-;0;-;8378;8378;-;0;-;5654;2937;0;0,00;-950;1008;3608;-1384;0
2023-08-02;6;14481;24705;19060;-;0;-;8415;8415;-;0;-;5645;2866;51;0,00;-544;1000;3621;-1371;0
2023-08-02;7;16594;26081;19749;-;0;-;9139;9139;-;0;-;6332;3057;518;0,00;401;786;3525;-2067;0
2023-08-02;8;18495;28256;19966;-;365;-;9734;9695;-;39;-;7925;2611;2456;0,00;220;496;2786;-2806;0
2023-08-02;9;19857;30164;19913;-;984;-;10222;9882;-;341;-;9267;2328;4074;0,00;-135;330;2526;-3106;0
2023-08-02;10;19498;31017;19923;-;283;-;9102;9044;-;58;-;10811;2501;5520;50,00;-815;460;3557;-2085;0
2023-08-02;11;19516;32007;19728;-;42;-;8457;8457;-;0;-;12237;2646;6811;223,00;-1364;400;4080;-1517;0
2023-08-02;12;19647;32540;19718;-;0;-;7755;7755;-;0;-;12822;2885;7150;989,00;-385;426;4763;-824;0
2023-08-02;13;19753;32353;19718;-;0;-;8121;8121;-;0;-;12635;2909;6881;1082,00;-361;416;4390;-1182;0
2023-08-02;14;19296;32348;19618;-;0;-;7807;7807;-;0;-;12730;2949;6931;1177,00;-209;259;4742;-745;0
2023-08-02;15;19115;31831;19696;-;0;-;8015;8015;-;0;-;12135;2915;6381;1147,00;93;-32;4391;-1096;0
2023-08-02;16;19064;31055;19718;-;0;-;8261;8261;-;0;-;11337;2881;5599;650,00;93;-33;4165;-1322;0
2023-08-02;17;19128;29692;19718;-;226;-;9057;9040;-;17;-;9748;2700;4101;0,00;67;193;3413;-2074;0
2023-08-02;18;19133;28541;19763;-;423;-;9352;9136;-;216;-;8355;2624;2771;0,00;963;417;3414;-2073;0
2023-08-02;19;19068;27907;19927;-;954;-;9719;9024;-;695;-;7026;2609;1481;0,00;2064;329;3694;-1790;0
2023-08-02;20;19591;27308;19918;-;1430;-;10853;9933;-;921;-;5960;2534;414;0,00;2339;369;2751;-2552;0
2023-08-02;21;19994;27596;19911;-;1603;-;11186;10110;-;1076;-;6082;3061;13;0,00;2329;361;2600;-2718;0
2023-08-02;22;19109;28397;19904;-;1463;-;9976;9103;-;874;-;7030;4051;0;0,00;1898;331;3763;-1635;0
2023-08-02;23;17642;28620;19853;-;1126;-;8886;8481;-;405;-;7641;4778;0;0,00;600;493;3722;-1544;0
2023-08-02;24;15902;28710;19968;-;809;-;7453;7388;-;64;-;7933;5138;0;0,00;-345;737;3976;-1107;0
2023-08-03;1;14799;26856;18694;-;628;-;7196;7141;-;55;-;7534;4852;0;201,00;-773;832;3045;-1323;0
2023-08-03;2;14102;26641;18694;-;167;-;6789;6789;-;0;-;7780;5139;0;546,00;-659;718;3586;-851;0
2023-08-03;3;13918;27091;18694;-;0;-;6555;6555;-;0;-;8397;5757;0;859,00;-501;559;4074;-363;0
2023-08-03;4;14057;26672;18694;-;94;-;6948;6948;-;0;-;7884;5238;0;776,00;-665;559;3340;-1097;0
2023-08-03;5;13954;26619;18694;-;0;-;6628;6628;-;0;-;7925;5278;0;525,00;-795;758;3805;-632;0
2023-08-03;6;14586;26828;18689;-;121;-;7020;6978;-;42;-;8018;5309;39;137,00;-1152;759;3333;-1099;0
2023-08-03;7;16842;28299;19418;-;539;-;8460;8130;-;330;-;8342;5159;444;0,00;-513;560;2997;-2024;0
2023-08-03;8;18316;29994;19397;-;811;-;8494;7918;-;576;-;9786;5066;1892;0,00;-261;363;3248;-1592;0
2023-08-03;9;19563;31291;19392;-;1246;-;8808;8255;-;552;-;10653;4786;3034;0,00;-353;296;2679;-2291;0
2023-08-03;10;20089;31358;18797;-;737;-;8335;8176;-;159;-;11824;5031;3947;11,00;-403;254;2632;-2258;0
2023-08-03;11;20715;31607;18517;-;965;-;9030;9030;-;0;-;12125;5019;4286;597,00;-592;286;1316;-3606;0
2023-08-03;12;20829;32122;18592;-;1438;-;9784;9784;-;0;-;12092;5160;4115;1010,00;-536;309;910;-4087;0
2023-08-03;13;20490;31288;18566;-;736;-;8957;8957;-;0;-;11986;5199;3936;1055,00;294;290;1883;-3088;0
2023-08-03;14;20369;31799;18462;-;1047;-;9095;9095;-;0;-;12290;5441;3970;1054,00;-267;292;1646;-3221;0
2023-08-03;15;20087;31731;18400;-;494;-;8045;8045;-;0;-;12837;5938;4070;1053,00;-67;324;2646;-2137;0
2023-08-03;16;20123;31345;18313;-;560;-;8354;8354;-;0;-;12472;5915;3772;949,00;-331;343;2042;-2630;0
2023-08-03;17;19958;30277;18201;-;481;-;8832;8802;-;30;-;11595;5486;3243;633,00;-43;169;1762;-2879;0
2023-08-03;18;19381;29982;18296;-;558;-;8238;8203;-;36;-;11128;5781;2468;0,00;-7;68;2546;-2080;0
2023-08-03;19;19198;29359;18936;-;661;-;8570;8364;-;206;-;9762;5593;1273;0,00;632;301;2777;-2014;0
2023-08-03;20;19436;28499;18944;-;1121;-;9421;8608;-;813;-;8434;5244;278;0,00;1189;431;2957;-2118;0
2023-08-03;21;19519;28235;18966;-;1549;-;10161;9118;-;1042;-;7720;4728;14;0,00;562;909;2036;-2977;0
2023-08-03;22;18910;28238;18959;-;1532;-;10304;9613;-;691;-;7747;4861;0;0,00;-144;1011;1710;-3358;0
2023-08-03;23;17468;27701;18636;-;1520;-;9172;9031;-;141;-;7545;4766;0;0,00;-284;1011;1938;-3086;0
2023-08-03;24;16038;28125;18761;-;1497;-;8000;7952;-;48;-;7867;5156;0;0,00;-826;1010;3179;-1970;0
2023-08-04;1;14957;25771;18226;-;46;-;7664;7664;-;0;-;7499;4910;0;332,00;-950;1009;2852;-1762;0
2023-08-04;2;14478;25569;18235;-;119;-;7977;7977;-;0;-;7215;4622;0;796,00;-949;1009;2593;-2030;0
2023-08-04;3;14267;25307;18201;-;220;-;8075;8075;-;0;-;6886;4277;0;796,00;-950;1009;2442;-2147;0
2023-08-04;4;14227;25264;18201;-;478;-;8408;8408;-;0;-;6585;3971;0;753,00;-950;1009;2274;-2315;0
2023-08-04;5;14309;25286;18232;-;718;-;8647;8647;-;0;-;6336;3714;0;753,00;-950;1009;2102;-2487;0
2023-08-04;6;14674;25118;18331;-;777;-;9012;8995;-;17;-;6010;3311;38;435,00;-945;1009;2108;-2481;0
2023-08-04;7;16967;25077;18530;-;214;-;9495;9480;-;15;-;6333;2994;615;0,00;215;1010;2565;-2825;0
2023-08-04;8;18594;27165;18535;-;1169;-;10635;10635;-;0;-;7461;2532;2045;0,00;-569;911;1572;-4044;0
2023-08-04;9;19707;27744;18336;-;1516;-;11425;11177;-;248;-;7892;2084;2828;0,00;-791;1010;1173;-4554;0
2023-08-04;10;19554;28449;18782;-;857;-;10270;10238;-;33;-;8810;1919;4028;8,00;-440;1010;2572;-3150;0
2023-08-04;11;19463;27747;17724;-;10;-;8900;8900;-;0;-;10013;1807;5355;51,00;-351;1011;3770;-1768;0
2023-08-04;12;19588;27838;17519;-;0;-;8618;8618;-;0;-;10319;1758;5733;54,00;-351;1011;3742;-1545;0
2023-08-04;13;19948;27753;17420;-;379;-;9342;9342;-;0;-;9954;1722;5465;46,00;-351;968;2884;-2326;0
2023-08-04;14;19737;27417;17407;-;192;-;8878;8878;-;0;-;9818;1550;5451;54,00;-22;981;3280;-2045;0
2023-08-04;15;19505;27030;17471;-;0;-;8719;8719;-;0;-;9559;1411;5362;54,00;297;989;3659;-1730;0
2023-08-04;16;19586;26482;17494;-;0;-;8905;8905;-;0;-;8988;1208;4983;51,00;761;1010;3587;-1825;0
2023-08-04;17;19546;25457;17404;-;343;-;9770;9770;-;0;-;7710;1019;3866;22,00;1031;997;2679;-2733;0
2023-08-04;18;19594;24907;18426;-;357;-;10577;10577;-;0;-;6124;771;2479;0,00;2044;866;2477;-3389;0
2023-08-04;19;19461;24089;18509;-;733;-;11113;11027;-;86;-;4847;624;1226;0,00;2642;914;2428;-3574;0
2023-08-04;20;19932;23798;18584;-;1402;-;12775;12271;-;504;-;3812;434;308;0,00;2378;970;1336;-4669;0
2023-08-04;21;19901;23391;18483;-;1536;-;13944;12932;-;1012;-;3372;300;13;0,00;1374;900;340;-5590;0
2023-08-04;22;19381;23251;18485;-;1471;-;13007;12215;-;791;-;3295;249;0;0,00;2122;946;1358;-4636;0
2023-08-04;23;17844;23226;18627;-;1464;-;11550;11390;-;160;-;3135;252;0;0,00;2063;1011;2253;-3946;0
2023-08-04;24;16177;23116;18692;-;1377;-;10470;10462;-;8;-;3047;311;0;0,00;1691;980;3286;-2957;0
2023-08-05;1;15279;21309;18176;-;29;-;8669;8669;-;0;-;3104;444;0;143,00;2700;1009;3636;-1639;0
2023-08-05;2;14652;21273;18181;-;0;-;8574;8574;-;0;-;3092;470;0;385,00;2425;1009;3738;-1542;0
2023-08-05;3;14286;21323;18181;-;0;-;8553;8553;-;0;-;3142;522;0;385,00;1994;1009;3723;-1557;0
2023-08-05;4;14147;21508;18181;-;0;-;8654;8654;-;0;-;3327;705;0;477,00;1828;920;3699;-1581;0
2023-08-05;5;13791;21589;18181;-;0;-;8435;8435;-;0;-;3408;785;0;548,00;1614;907;3839;-1441;0
2023-08-05;6;13623;21827;18181;-;0;-;8130;8130;-;0;-;3646;987;42;521,00;1622;772;4145;-1135;0
2023-08-05;7;14529;23187;18771;-;0;-;7753;7753;-;0;-;4416;1128;646;488,00;2277;660;5174;-696;0
2023-08-05;8;15794;24563;18766;-;0;-;7476;7476;-;0;-;5797;1109;1977;390,00;2602;660;5480;-295;0
2023-08-05;9;17296;24726;18766;-;0;-;8335;8335;-;0;-;5960;627;2588;359,00;2525;661;4095;-1680;0
2023-08-05;10;18488;24508;18761;-;0;-;9345;9345;-;0;-;5747;341;2657;117,00;2684;759;3184;-2586;0
2023-08-05;11;18969;23999;18779;-;100;-;9863;9863;-;0;-;5120;265;2154;87,00;3013;844;2510;-3250;0
2023-08-05;12;18872;24408;18874;-;462;-;10457;10457;-;0;-;5072;362;2012;47,00;2729;719;2190;-3570;0
2023-08-05;13;18369;25222;18981;-;628;-;9728;9710;-;19;-;5613;463;2448;0,00;2311;747;2889;-2851;0
2023-08-05;14;17926;25280;19035;-;386;-;9368;9290;-;79;-;5859;582;2578;14,00;1960;686;3213;-2527;0
2023-08-05;15;17619;25319;19133;-;315;-;9351;9096;-;255;-;5871;671;2414;54,00;1799;552;3369;-2367;0
2023-08-05;16;17504;25551;19336;-;307;-;9383;9095;-;288;-;5908;880;2237;54,00;1757;467;3396;-2309;0
2023-08-05;17;17530;24992;19250;-;326;-;9577;9289;-;288;-;5416;1081;1519;38,00;2118;410;3112;-2507;0
2023-08-05;18;17430;24657;19255;-;325;-;9579;9291;-;288;-;5077;1122;1140;8,00;2318;494;3192;-2360;0
2023-08-05;19;17453;25280;19366;-;1076;-;10516;10101;-;415;-;4838;1398;565;0,00;1423;710;2496;-3147;0
2023-08-05;20;17922;25586;19376;-;1532;-;11231;10281;-;950;-;4678;1566;141;0,00;1288;751;2320;-3241;0
2023-08-05;21;17717;25673;19386;-;1532;-;10713;9991;-;722;-;4755;1778;2;0,00;1501;771;2616;-2955;0
2023-08-05;22;17121;25703;19371;-;1497;-;9769;9285;-;484;-;4835;1881;0;0,00;1658;878;3303;-2334;0
2023-08-05;23;15988;25338;19376;-;1391;-;8936;8815;-;121;-;4571;1827;0;0,00;1679;795;3752;-1971;0
2023-08-05;24;14484;25512;19420;-;1308;-;7878;7769;-;109;-;4784;2044;0;0,00;940;828;4339;-1393;0
2023-08-06;1;13397;24190;19128;-;167;-;7195;7126;-;69;-;4895;2212;0;0,00;321;920;2685;-1722;0
2023-08-06;2;12743;24699;19201;-;387;-;6929;6821;-;107;-;5111;2420;0;0,00;-321;998;2603;-1551;0
2023-08-06;3;12638;24949;19201;-;564;-;7194;7001;-;193;-;5184;2492;0;0,00;-554;781;2416;-1738;0
2023-08-06;4;12845;25220;19201;-;756;-;7525;7323;-;202;-;5263;2569;0;0,00;-839;806;2038;-2116;0
2023-08-06;5;12658;25196;19201;-;571;-;7485;7361;-;124;-;5424;2727;0;0,00;-1172;865;2035;-2120;0
2023-08-06;6;12137;24943;19201;-;34;-;6556;6556;-;0;-;5708;2987;24;0,00;-915;790;2897;-1257;0
2023-08-06;7;12524;26013;19601;-;0;-;6203;6203;-;0;-;6412;3320;365;30,00;-732;724;3703;-851;0
2023-08-06;8;13501;26668;19586;-;0;-;6805;6805;-;0;-;7082;2999;1327;85,00;-1254;709;2797;-1752;0
2023-08-06;9;14736;27369;19461;-;0;-;6772;6772;-;0;-;7908;2964;2223;22,00;-886;862;2966;-1578;0
2023-08-06;10;15250;27628;18920;-;0;-;6499;6499;-;0;-;8708;3204;2790;22,00;-674;733;3331;-1208;0
2023-08-06;11;15729;28613;18805;-;0;-;6167;6167;-;0;-;9808;3831;3281;317,00;-619;669;3408;-1031;0
2023-08-06;12;16241;28781;18800;-;0;-;7051;7051;-;0;-;9981;3754;3527;915,00;-376;429;2469;-1965;0
2023-08-06;13;16460;29033;18790;-;0;-;7122;7122;-;0;-;10243;3887;3647;968,00;-274;287;2408;-2016;0
2023-08-06;14;16265;29000;18790;-;0;-;7050;7050;-;0;-;10210;4203;3260;931,00;393;-333;2655;-1769;0
2023-08-06;15;15728;28674;18795;-;0;-;6637;6637;-;0;-;9879;4266;2863;780,00;-221;280;3016;-1413;0
2023-08-06;16;15300;28551;18800;-;0;-;5840;5840;-;0;-;9751;4131;2867;253,00;-183;306;3912;-522;0
2023-08-06;17;15312;27871;18900;-;47;-;6390;6390;-;0;-;8924;4056;2116;54,00;-352;412;3209;-1225;0
2023-08-06;18;15533;27717;18900;-;660;-;7269;7097;-;172;-;8157;4031;1356;54,00;-257;416;2491;-1943;0
2023-08-06;19;15316;27861;19561;-;625;-;6868;6243;-;625;-;7675;4114;674;54,00;246;776;3539;-890;0
2023-08-06;20;15703;27638;19555;-;721;-;6714;6029;-;685;-;7362;4301;157;54,00;864;812;3546;-822;0
2023-08-06;21;16310;28155;19551;-;1187;-;7126;6561;-;565;-;7417;4531;1;35,00;1025;786;3023;-1341;0
2023-08-06;22;15934;28604;19566;-;1460;-;7231;6871;-;360;-;7578;4707;0;32,00;154;1000;2706;-1663;0
2023-08-06;23;15147;28530;19579;-;1526;-;7202;6993;-;209;-;7425;4703;0;0,00;-564;1010;2526;-1883;0
2023-08-06;24;14128;28185;19611;-;1097;-;6493;6406;-;87;-;7477;4787;0;0,00;-892;910;3079;-1390;0
2023-08-07;1;13269;26758;19226;-;24;-;6225;6201;-;24;-;7508;4748;0;134,00;-1272;909;2997;-1077;0
2023-08-07;2;12827;26371;19231;-;5;-;6113;6108;-;5;-;7135;4469;0;629,00;-850;909;2978;-1101;0
2023-08-07;3;12819;26220;19231;-;263;-;6716;6716;-;0;-;6726;4082;0;712,00;-595;653;2489;-1590;0
2023-08-07;4;12367;26317;19231;-;0;-;6036;6036;-;0;-;7086;4440;0;744,00;-527;585;3269;-810;0
2023-08-07;5;12363;26571;19221;-;0;-;5839;5839;-;0;-;7350;4658;0;860,00;-565;623;3411;-658;0
2023-08-07;6;13664;27314;19420;-;147;-;6489;6489;-;0;-;7747;4947;27;708,00;-301;352;2652;-1417;0
2023-08-07;7;16147;28985;20375;-;426;-;7460;7307;-;153;-;8184;5004;374;21,00;153;354;2302;-2167;0
2023-08-07;8;17968;31759;21075;-;1225;-;8012;7562;-;450;-;9459;5218;1379;0,00;214;168;1945;-2519;0
2023-08-07;9;19167;32637;21167;-;670;-;7392;7232;-;160;-;10800;5425;2517;0,00;788;117;2319;-2145;0
2023-08-07;10;19490;32433;20272;-;351;-;7093;7093;-;0;-;11810;5497;3465;0,00;521;0;2332;-1979;0
2023-08-07;11;19604;33172;20234;-;351;-;6967;6967;-;0;-;12587;5798;3976;47,00;143;-83;2481;-1758;0
2023-08-07;12;19694;33870;20229;-;0;-;6214;6214;-;0;-;13641;6306;4603;211,00;126;-66;3276;-958;0
2023-08-07;13;19862;34013;20229;-;0;-;6203;6203;-;0;-;13784;6358;4651;222,00;153;-124;3210;-1024;0
2023-08-07;14;19791;33807;20229;-;10;-;6504;6504;-;0;-;13568;6253;4537;320,00;224;-165;2997;-1327;0
2023-08-07;15;19535;33249;20229;-;45;-;6496;6451;-;45;-;12975;6278;3918;41,00;236;-176;2984;-1340;0
2023-08-07;16;19371;32917;20234;-;274;-;6927;6653;-;274;-;12409;6247;3305;0,00;210;-150;2858;-1471;0
2023-08-07;17;18845;32135;20234;-;292;-;7027;6735;-;292;-;11609;6323;2412;0,00;232;-72;2702;-1545;0
2023-08-07;18;18909;31791;20783;-;397;-;7471;7074;-;397;-;10611;5937;1783;0,00;866;7;2588;-1789;0
2023-08-07;19;18914;31284;20828;-;569;-;8134;7581;-;553;-;9887;5960;1020;0,00;818;37;2008;-2379;0
2023-08-07;20;19502;30922;20863;-;846;-;9077;8332;-;745;-;9213;6017;291;0,00;990;188;1260;-3127;0
2023-08-07;21;19691;31361;20851;-;1491;-;9922;9015;-;908;-;9019;6115;5;0,00;159;359;321;-4005;0
2023-08-07;22;18759;31393;20823;-;1305;-;9032;8426;-;606;-;9265;6382;0;0,00;174;329;1097;-3088;0
2023-08-07;23;17478;31437;21264;-;1067;-;8117;7726;-;391;-;9106;6462;0;0,00;-96;160;1679;-2650;0
2023-08-07;24;15987;31162;21182;-;516;-;6415;6377;-;38;-;9464;6842;0;0,00;-349;409;2517;-1621;0
2023-08-08;1;14552;30468;20891;-;0;-;5073;5073;-;0;-;9577;6976;0;189,00;-450;549;3211;-555;0
2023-08-08;2;14122;30453;20857;-;0;-;4992;4992;-;0;-;9596;7043;0;347,00;-450;549;3468;-266;0
2023-08-08;3;13872;30467;20862;-;0;-;4967;4967;-;0;-;9605;7046;0;441,00;133;-34;3637;-102;0
2023-08-08;4;13868;30514;20862;-;0;-;4990;4990;-;0;-;9652;7088;0;650,00;-183;282;3502;-237;0
2023-08-08;5;13872;30550;20952;-;0;-;5057;5057;-;0;-;9598;7036;0;492,00;338;-505;3473;-348;0
2023-08-08;6;14452;30653;20952;-;84;-;5186;5102;-;84;-;9617;6936;36;218,00;-20;119;3576;-245;0
2023-08-08;7;16304;32067;21252;-;534;-;5952;5418;-;534;-;10281;6916;700;0,00;-269;369;3469;-663;0
2023-08-08;8;18240;32607;20033;-;498;-;6033;5535;-;498;-;12076;6835;2465;0,00;-104;151;3159;-893;0
2023-08-08;9;19194;33548;20033;-;0;-;5637;5637;-;0;-;13515;6995;3758;0,00;-131;115;3084;-988;0
2023-08-08;10;19002;34761;20028;-;0;-;4909;4909;-;0;-;14733;6879;5090;198,00;-311;-22;3477;-371;0
2023-08-08;11;18971;35250;19868;-;0;-;4933;4933;-;0;-;15382;6582;6139;1041,00;56;-356;3336;-502;0
2023-08-08;12;19470;34955;19853;-;135;-;5785;5785;-;0;-;14967;6490;5905;1139,00;234;-535;2308;-1515;0
2023-08-08;13;19465;34867;19833;-;0;-;5454;5454;-;0;-;15034;6527;5940;1134,00;617;-518;2767;-1036;0
2023-08-08;14;19229;34923;19828;-;0;-;5196;5196;-;0;-;15095;6283;6166;1076,00;440;-341;3117;-681;0
2023-08-08;15;19168;34267;19828;-;0;-;5484;5484;-;0;-;14439;5880;5874;883,00;365;-265;2715;-984;0
2023-08-08;16;18868;33356;19818;-;281;-;6187;6153;-;34;-;13257;5312;5122;665,00;348;-239;2085;-1604;0
2023-08-08;17;18918;32182;19813;-;770;-;7025;6713;-;313;-;11599;4819;3948;78,00;-55;350;1568;-2066;0
2023-08-08;18;18890;31984;21167;-;981;-;7853;7168;-;685;-;9836;4211;2761;0,00;593;617;1909;-1784;0
2023-08-08;19;19083;30148;21167;-;1023;-;9354;8524;-;830;-;7958;3689;1369;0,00;977;793;1732;-2478;0
2023-08-08;20;19744;28943;21135;-;1328;-;11174;10205;-;970;-;6480;3313;266;0,00;1100;819;1088;-4089;0
2023-08-08;21;19989;28746;21110;-;1580;-;12048;10988;-;1060;-;6056;3146;5;0,00;738;890;411;-4922;0
2023-08-08;22;18961;28861;21102;-;1339;-;10397;10153;-;244;-;6420;3519;0;0,00;1231;986;1456;-3825;0
2023-08-08;23;17253;29654;21232;-;1484;-;8212;8178;-;34;-;6938;4124;0;0,00;1006;1051;3110;-2159;0
2023-08-08;24;16263;29170;21237;-;1018;-;7626;7626;-;0;-;6915;4158;0;0,00;614;1050;3671;-1603;0
2023-08-09;1;15357;27617;20372;-;385;-;8259;8259;-;0;-;6860;4241;0;296,00;-594;1049;2228;-2509;0
2023-08-09;2;14809;27896;20574;-;829;-;8787;8787;-;0;-;6493;3881;0;729,00;-909;1049;1612;-3080;0
2023-08-09;3;14642;27107;20630;-;427;-;8606;8606;-;0;-;6050;3438;0;724,00;-350;1049;1885;-2794;0
2023-08-09;4;14582;26862;20695;-;641;-;8874;8874;-;0;-;5526;2912;0;726,00;-103;1049;1682;-3010;0
2023-08-09;5;14179;27151;21351;-;240;-;8284;8284;-;0;-;5560;2944;0;690,00;11;1049;2371;-2363;0
2023-08-09;6;14933;25968;20436;-;0;-;8560;8560;-;0;-;5532;2778;111;512,00;382;909;2208;-2552;0
2023-08-09;7;17064;27143;20642;-;416;-;9883;9877;-;7;-;6085;2557;760;0,00;281;805;1375;-3655;0
2023-08-09;8;18843;29106;20141;-;1311;-;10439;10179;-;260;-;7654;2311;2451;0,00;-142;641;894;-4272;0
2023-08-09;9;19947;29980;20107;-;1519;-;10834;10553;-;282;-;8354;1748;3791;0,00;41;652;690;-4461;0
2023-08-09;10;19829;29970;20152;-;599;-;9947;9905;-;42;-;9219;1490;4962;16,00;83;700;1558;-3642;0
2023-08-09;11;19627;29439;19214;-;0;-;8894;8894;-;0;-;10225;1497;5974;198,00;690;107;2528;-2642;0
2023-08-09;12;20066;29631;19264;-;0;-;9152;9152;-;0;-;10367;1700;5916;292,00;698;107;2196;-3024;0
2023-08-09;13;20403;29431;19249;-;119;-;9779;9779;-;0;-;10063;1753;5535;384,00;768;107;1574;-3631;0
2023-08-09;14;20103;29437;19644;-;505;-;10651;10520;-;131;-;9288;1589;4875;368,00;-201;681;939;-4204;0
2023-08-09;15;19844;28773;19573;-;306;-;10217;10217;-;0;-;8894;1975;4110;94,00;326;774;1866;-3277;0
2023-08-09;16;19652;27984;19545;-;168;-;10397;10397;-;0;-;8271;1818;3650;63,00;273;750;2045;-3356;0
