Data;Godzina;RCE
20230405;4;630,43
20230405;5;625,84
20230405;6;659,69
20230405;7;791,64
20230405;8;895,55
20230405;9;826,24
20230405;10;686,68
20230405;11;592,85
20230405;12;575,68
20230405;13;565,42
20230405;14;565,11
20230405;15;568,68
20230405;16;582,27
20230405;17;603,33
20230405;18;666,18
20230405;19;769,79
20230405;20;920,39
20230405;21;903,37
20230405;22;792,68
20230405;23;731,74
20230405;24;650,24
20230406;1;644,21
20230406;2;622,72
20230406;3;620,69
20230406;4;621,04
20230406;5;622,43
20230406;6;638,32
20230406;7;714,16
20230406;8;769,87
20230406;9;751,68
20230406;10;613,90
20230406;11;582,41
20230406;12;569,90
20230406;13;571,54
20230406;14;581,63
20230406;15;585,65
20230406;16;597,77
20230406;17;600,21
20230406;18;624,19
20230406;19;684,41
20230406;20;762,42
20230406;21;735,69
20230406;22;654,18
20230406;23;641,74
20230406;24;614,53
20230407;1;618,31
20230407;2;617,73
20230407;3;605,21
20230407;4;602,95
20230407;5;617,59
20230407;6;620,51
20230407;7;654,88
20230407;8;651,94
20230407;9;668,52
20230407;10;651,36
20230407;11;630,20
20230407;12;625,54
20230407;13;620,27
20230407;14;621,04
20230407;15;620,78
20230407;16;619,35
20230407;17;621,90
20230407;18;633,80
20230407;19;660,23
20230407;20;694,42
20230407;21;710,89
20230407;22;649,26
20230407;23;640,83
20230407;24;618,81
20230408;1;617,87
20230408;2;606,11
20230408;3;602,27
20230408;4;600,12
20230408;5;602,12
20230408;6;597,05
20230408;7;591,29
20230408;8;617,54
20230408;9;620,96
20230408;10;616,47
20230408;11;609,23
20230408;12;589,33
20230408;13;565,12
20230408;14;541,14
20230408;15;524,65
20230408;16;531,22
20230408;17;560,01
20230408;18;610,46
20230408;19;613,68
20230408;20;661,75
20230408;21;665,69
20230408;22;647,68
20230408;23;626,18
20230408;24;610,22
20230409;1;599,93
20230409;2;573,21
20230409;3;567,99
20230409;4;558,40
20230409;5;549,81
20230409;6;543,92
20230409;7;560,58
20230409;8;559,16
20230409;9;551,36
20230409;10;506,47
20230409;11;451,15
20230409;12;442,79
20230409;13;436,26
20230409;14;420,15
20230409;15;417,30
20230409;16;432,74
20230409;17;451,10
20230409;18;510,29
20230409;19;600,78
20230409;20;620,86
20230409;21;639,65
20230409;22;615,97
20230409;23;593,28
20230409;24;546,35
20230410;1;524,67
20230410;2;509,85
20230410;3;508,97
20230410;4;510,12
20230410;5;516,65
20230410;6;510,13
20230410;7;512,86
20230410;8;506,09
20230410;9;491,96
20230410;10;436,90
20230410;11;397,23
20230410;12;371,55
20230410;13;359,00
20230410;14;369,14
20230410;15;401,89
20230410;16;413,41
20230410;17;462,21
20230410;18;529,06
20230410;19;560,13
20230410;20;582,27
20230410;21;590,14
20230410;22;545,11
20230410;23;521,63
20230410;24;506,87
20230411;1;508,26
20230411;2;499,29
20230411;3;481,08
20230411;4;468,74
20230411;5;482,00
20230411;6;500,19
20230411;7;586,76
20230411;8;618,23
20230411;9;618,82
20230411;10;588,74
20230411;11;568,28
20230411;12;566,82
20230411;13;578,50
20230411;14;616,32
20230411;15;616,83
20230411;16;617,80
20230411;17;619,28
20230411;18;622,74
20230411;19;645,25
20230411;20;744,48
20230411;21;751,01
20230411;22;659,11
20230411;23;643,44
20230411;24;580,99
20230412;1;615,62
20230412;2;618,82
20230412;3;619,35
20230412;4;616,64
20230412;5;613,08
20230412;6;610,30
20230412;7;731,16
20230412;8;810,62
20230412;9;746,38
20230412;10;678,05
20230412;11;643,53
20230412;12;627,78
20230412;13;623,91
20230412;14;621,99
20230412;15;620,63
20230412;16;630,31
20230412;17;631,62
20230412;18;660,67
20230412;19;692,94
20230412;20;809,70
20230412;21;803,94
20230412;22;645,26
20230412;23;622,62
20230412;24;615,34
20230413;1;615,29
20230413;2;605,79
20230413;3;601,52
20230413;4;604,50
20230413;5;616,04
20230413;6;622,44
20230413;7;751,42
20230413;8;798,12
20230413;9;764,61
20230413;10;699,79
20230413;11;655,10
20230413;12;658,55
20230413;13;655,95
20230413;14;635,66
20230413;15;627,76
20230413;16;632,31
20230413;17;675,94
20230413;18;760,42
20230413;19;791,79
20230413;20;837,89
20230413;21;847,88
20230413;22;778,75
20230413;23;702,78
20230413;24;627,49
20230414;1;609,46
20230414;2;609,25
20230414;3;616,41
20230414;4;616,04
20230414;5;610,99
20230414;6;610,05
20230414;7;703,92
20230414;8;784,53
20230414;9;776,13
20230414;10;673,72
20230414;11;629,15
20230414;12;609,21
20230414;13;607,46
20230414;14;607,99
20230414;15;608,17
20230414;16;608,52
20230414;17;608,52
20230414;18;622,80
20230414;19;654,60
20230414;20;714,73
20230414;21;708,46
20230414;22;634,70
20230414;23;613,61
20230414;24;571,23
20230415;1;541,82
20230415;2;506,92
20230415;3;506,02
20230415;4;485,58
20230415;5;482,81
20230415;6;478,16
20230415;7;494,75
20230415;8;519,96
20230415;9;550,06
20230415;10;549,27
20230415;11;549,86
20230415;12;551,36
20230415;13;541,94
20230415;14;576,27
20230415;15;586,13
20230415;16;602,32
20230415;17;616,53
20230415;18;614,53
20230415;19;618,13
20230415;20;622,90
20230415;21;628,71
20230415;22;611,30
20230415;23;608,79
20230415;24;586,28
20230416;1;530,51
20230416;2;547,28
20230416;3;533,62
20230416;4;533,65
20230416;5;544,12
20230416;6;547,15
20230416;7;536,03
20230416;8;540,54
20230416;9;549,76
20230416;10;544,68
20230416;11;532,13
20230416;12;515,62
20230416;13;494,86
20230416;14;491,72
20230416;15;486,34
20230416;16;496,10
20230416;17;534,54
20230416;18;602,62
20230416;19;616,45
20230416;20;636,34
20230416;21;650,44
20230416;22;630,74
20230416;23;612,65
20230416;24;593,27
20230417;1;608,19
20230417;2;600,55
20230417;3;593,64
20230417;4;593,95
20230417;5;600,57
20230417;6;613,47
20230417;7;686,49
20230417;8;797,13
20230417;9;803,80
20230417;10;741,82
20230417;11;640,59
20230417;12;619,11
20230417;13;615,51
20230417;14;615,55
20230417;15;615,84
20230417;16;618,06
20230417;17;617,01
20230417;18;620,69
20230417;19;638,66
20230417;20;692,10
20230417;21;690,52
20230417;22;643,68
20230417;23;614,94
20230417;24;606,73
20230418;1;583,86
20230418;2;563,10
20230418;3;549,70
20230418;4;549,53
20230418;5;571,11
20230418;6;590,39
20230418;7;639,34
20230418;8;694,10
20230418;9;711,47
20230418;10;643,56
20230418;11;622,85
20230418;12;592,24
20230418;13;580,47
20230418;14;566,35
20230418;15;564,57
20230418;16;589,76
20230418;17;608,45
20230418;18;615,47
20230418;19;622,42
20230418;20;627,18
20230418;21;630,03
20230418;22;610,21
20230418;23;593,24
20230418;24;571,32
20230419;1;549,94
20230419;2;519,09
20230419;3;501,47
20230419;4;501,45
20230419;5;516,66
20230419;6;534,96
20230419;7;610,08
20230419;8;624,94
20230419;9;625,45
20230419;10;610,72
20230419;11;605,51
20230419;12;605,51
20230419;13;608,66
20230419;14;610,96
20230419;15;610,95
20230419;16;610,77
20230419;17;610,76
20230419;18;613,78
20230419;19;613,77
20230419;20;626,38
20230419;21;636,40
20230419;22;613,47
20230419;23;608,07
20230419;24;605,77
20230420;1;556,89
20230420;2;546,65
20230420;3;541,61
20230420;4;547,29
20230420;5;571,10
20230420;6;591,22
20230420;7;627,77
20230420;8;649,68
20230420;9;645,69
20230420;10;626,78
20230420;11;599,49
20230420;12;546,28
20230420;13;531,57
20230420;14;513,62
20230420;15;521,02
20230420;16;546,24
20230420;17;566,93
20230420;18;605,14
20230420;19;623,57
20230420;20;647,79
20230420;21;671,88
20230420;22;622,52
20230420;23;600,59
20230420;24;575,03
20230421;1;546,07
20230421;2;535,74
20230421;3;535,82
20230421;4;535,75
20230421;5;550,23
20230421;6;591,12
20230421;7;621,28
20230421;8;621,17
20230421;9;618,96
20230421;10;590,75
20230421;11;510,13
20230421;12;481,01
20230421;13;473,83
20230421;14;481,26
20230421;15;495,43
20230421;16;534,12
20230421;17;579,00
20230421;18;616,67
20230421;19;636,93
20230421;20;677,48
20230421;21;736,46
20230421;22;630,39
20230421;23;616,65
20230421;24;602,79
20230422;1;584,01
20230422;2;588,45
20230422;3;586,72
20230422;4;585,91
20230422;5;585,02
20230422;6;577,63
20230422;7;568,46
20230422;8;544,56
20230422;9;511,19
20230422;10;472,95
20230422;11;446,27
20230422;12;442,14
20230422;13;439,42
20230422;14;452,72
20230422;15;466,44
20230422;16;484,15
20230422;17;509,94
20230422;18;582,87
20230422;19;575,75
20230422;20;639,36
20230422;21;646,89
20230422;22;603,32
20230422;23;601,60
20230422;24;553,19
20230423;1;494,12
20230423;2;461,42
20230423;3;427,89
20230423;4;410,24
20230423;5;402,13
20230423;6;397,17
20230423;7;397,28
20230423;8;398,93
20230423;9;395,10
20230423;10;320,68
20230423;11;259,96
20230423;12;171,72
20230423;13;130,73
20230423;14;104,85
20230423;15;143,30
20230423;16;209,04
20230423;17;389,49
20230423;18;523,78
20230423;19;591,81
20230423;20;604,10
20230423;21;617,93
20230423;22;591,75
20230423;23;576,34
20230423;24;575,61
20230424;1;578,69
20230424;2;549,23
20230424;3;548,78
20230424;4;548,77
20230424;5;559,19
20230424;6;572,54
20230424;7;590,90
20230424;8;626,95
20230424;9;630,25
20230424;10;599,37
20230424;11;590,76
20230424;12;592,32
20230424;13;590,65
20230424;14;590,55
20230424;15;582,88
20230424;16;589,23
20230424;17;580,79
20230424;18;580,41
20230424;19;606,99
20230424;20;669,87
20230424;21;668,02
20230424;22;634,23
20230424;23;598,67
20230424;24;583,28
20230425;1;565,93
20230425;2;539,32
20230425;3;528,71
20230425;4;535,21
20230425;5;550,45
20230425;6;557,94
20230425;7;584,73
20230425;8;615,80
20230425;9;609,39
20230425;10;596,81
20230425;11;598,57
20230425;12;597,97
20230425;13;592,85
20230425;14;585,39
20230425;15;584,10
20230425;16;580,95
20230425;17;557,42
20230425;18;551,38
20230425;19;584,10
20230425;20;619,73
20230425;21;661,35
20230425;22;611,20
20230425;23;583,08
20230425;24;558,82
20230426;1;515,77
20230426;2;488,65
20230426;3;468,27
20230426;4;463,60
20230426;5;469,55
20230426;6;505,02
20230426;7;585,61
20230426;8;600,67
20230426;9;579,97
20230426;10;491,26
20230426;11;453,71
20230426;12;466,53
20230426;13;454,26
20230426;14;458,85
20230426;15;457,84
20230426;16;459,99
20230426;17;484,82
20230426;18;552,21
20230426;19;582,21
20230426;20;644,07
20230426;21;696,66
20230426;22;639,55
20230426;23;591,84
20230426;24;574,28
20230427;1;550,94
20230427;2;520,74
20230427;3;510,18
20230427;4;511,05
20230427;5;540,41
20230427;6;545,37
20230427;7;588,25
20230427;8;615,07
20230427;9;587,84
20230427;10;534,03
20230427;11;515,60
20230427;12;515,60
20230427;13;504,12
20230427;14;499,85
20230427;15;479,16
20230427;16;475,47
20230427;17;490,92
20230427;18;540,70
20230427;19;595,27
20230427;20;687,37
20230427;21;720,32
20230427;22;642,53
20230427;23;592,28
20230427;24;527,11
20230428;1;558,78
20230428;2;554,07
20230428;3;555,37
20230428;4;550,08
20230428;5;560,08
20230428;6;567,75
20230428;7;587,95
20230428;8;603,08
20230428;9;590,19
20230428;10;564,12
20230428;11;504,03
20230428;12;502,09
20230428;13;520,43
20230428;14;512,15
20230428;15;506,45
20230428;16;548,73
20230428;17;567,28
20230428;18;567,49
20230428;19;555,81
20230428;20;615,94
20230428;21;644,43
20230428;22;587,59
20230428;23;561,27
20230428;24;535,65
20230429;1;555,01
20230429;2;544,76
20230429;3;540,89
20230429;4;547,12
20230429;5;550,25
20230429;6;550,43
20230429;7;555,15
20230429;8;563,38
20230429;9;562,21
20230429;10;569,24
20230429;11;574,75
20230429;12;571,74
20230429;13;570,69
20230429;14;571,39
20230429;15;569,69
20230429;16;566,42
20230429;17;566,46
20230429;18;569,83
20230429;19;542,53
20230429;20;579,75
20230429;21;625,78
20230429;22;594,79
20230429;23;560,37
20230429;24;554,01
20230430;1;457,44
20230430;2;433,86
20230430;3;417,12
20230430;4;412,78
20230430;5;413,41
20230430;6;415,47
20230430;7;415,40
20230430;8;393,96
20230430;9;355,62
20230430;10;243,43
20230430;11;142,21
20230430;12;131,67
20230430;13;85,14
20230430;14;80,63
20230430;15;77,83
20230430;16;92,81
20230430;17;160,10
20230430;18;431,95
20230430;19;556,71
20230430;20;565,40
20230430;21;574,68
20230430;22;567,05
20230430;23;545,33
20230430;24;510,65
