Data;Godzina;RCE
20231106;22;361,93
20231106;23;337,15
20231106;24;308,25
20231107;1;261,88
20231107;2;245,29
20231107;3;246,54
20231107;4;251,43
20231107;5;270,30
20231107;6;320,59
20231107;7;414,22
20231107;8;477,70
20231107;9;513,15
20231107;10;444,71
20231107;11;394,89
20231107;12;355,90
20231107;13;349,08
20231107;14;367,66
20231107;15;419,81
20231107;16;483,85
20231107;17;535,04
20231107;18;571,69
20231107;19;565,62
20231107;20;562,41
20231107;21;499,28
20231107;22;411,31
20231107;23;399,15
20231107;24;325,19
20231108;1;366,51
20231108;2;340,96
20231108;3;334,94
20231108;4;334,94
20231108;5;342,51
20231108;6;373,83
20231108;7;434,81
20231108;8;513,22
20231108;9;523,32
20231108;10;457,31
20231108;11;408,44
20231108;12;399,41
20231108;13;399,93
20231108;14;401,89
20231108;15;445,79
20231108;16;472,34
20231108;17;526,37
20231108;18;534,01
20231108;19;538,14
20231108;20;525,58
20231108;21;467,78
20231108;22;409,73
20231108;23;386,66
20231108;24;341,46
20231109;1;335,08
20231109;2;326,32
20231109;3;320,70
20231109;4;328,17
20231109;5;340,93
20231109;6;366,87
20231109;7;443,03
20231109;8;492,92
20231109;9;527,46
20231109;10;486,58
20231109;11;443,71
20231109;12;425,72
20231109;13;414,04
20231109;14;432,92
20231109;15;460,47
20231109;16;494,62
20231109;17;499,74
20231109;18;482,94
20231109;19;469,62
20231109;20;470,30
20231109;21;457,67
20231109;22;392,09
20231109;23;374,93
20231109;24;328,43
20231110;1;248,05
20231110;2;243,76
20231110;3;233,15
20231110;4;224,58
20231110;5;232,98
20231110;6;286,36
20231110;7;390,70
20231110;8;444,75
20231110;9;486,18
20231110;10;457,26
20231110;11;420,03
20231110;12;414,41
20231110;13;423,45
20231110;14;464,90
20231110;15;498,11
20231110;16;527,39
20231110;17;570,73
20231110;18;593,59
20231110;19;579,14
20231110;20;576,74
20231110;21;531,12
20231110;22;467,67
20231110;23;446,72
20231110;24;399,70
20231111;1;391,72
20231111;2;383,38
20231111;3;381,57
20231111;4;376,43
20231111;5;379,60
20231111;6;372,56
20231111;7;384,34
20231111;8;396,08
20231111;9;416,29
20231111;10;419,92
20231111;11;401,99
20231111;12;400,73
20231111;13;400,04
20231111;14;403,68
20231111;15;414,51
20231111;16;451,43
20231111;17;508,02
20231111;18;552,14
20231111;19;526,64
20231111;20;525,95
20231111;21;488,75
20231111;22;449,61
20231111;23;410,74
20231111;24;388,69
20231112;1;378,16
20231112;2;366,32
20231112;3;360,00
20231112;4;356,79
20231112;5;355,31
20231112;6;367,17
20231112;7;371,78
20231112;8;383,29
20231112;9;390,97
20231112;10;388,07
20231112;11;385,83
20231112;12;384,47
20231112;13;384,35
20231112;14;390,06
20231112;15;406,37
20231112;16;457,56
20231112;17;534,45
20231112;18;567,97
20231112;19;558,00
20231112;20;539,45
20231112;21;492,46
20231112;22;462,30
20231112;23;426,91
20231112;24;387,41
20231113;1;388,15
20231113;2;366,14
20231113;3;364,44
20231113;4;365,85
20231113;5;374,32
20231113;6;397,47
20231113;7;486,19
20231113;8;558,77
20231113;9;575,25
20231113;10;559,14
20231113;11;508,79
20231113;12;505,68
20231113;13;497,72
20231113;14;527,42
20231113;15;578,03
20231113;16;591,58
20231113;17;642,11
20231113;18;600,11
20231113;19;578,74
20231113;20;529,29
20231113;21;470,58
20231113;22;357,94
20231113;23;378,20
20231113;24;314,42
20231114;1;300,20
20231114;2;293,64
20231114;3;273,70
20231114;4;270,29
20231114;5;301,11
20231114;6;380,13
20231114;7;415,41
20231114;8;425,25
20231114;9;421,30
20231114;10;407,53
20231114;11;379,68
20231114;12;367,41
20231114;13;368,93
20231114;14;395,76
20231114;15;404,40
20231114;16;453,09
20231114;17;464,79
20231114;18;476,49
20231114;19;485,00
20231114;20;488,22
20231114;21;443,95
20231114;22;396,18
20231114;23;396,35
20231114;24;342,29
20231115;1;326,57
20231115;2;305,08
20231115;3;292,41
20231115;4;284,30
20231115;5;305,76
20231115;6;340,54
20231115;7;432,04
20231115;8;513,82
20231115;9;548,81
20231115;10;518,87
20231115;11;475,00
20231115;12;447,43
20231115;13;444,08
20231115;14;448,90
20231115;15;468,86
20231115;16;513,43
20231115;17;550,33
20231115;18;580,06
20231115;19;580,38
20231115;20;566,48
20231115;21;524,74
20231115;22;458,77
20231115;23;435,46
20231115;24;385,41
20231116;1;377,93
20231116;2;376,51
20231116;3;371,18
20231116;4;371,07
20231116;5;372,92
20231116;6;415,22
20231116;7;521,78
20231116;8;585,94
20231116;9;591,04
20231116;10;580,66
20231116;11;539,02
20231116;12;533,78
20231116;13;547,28
20231116;14;571,80
20231116;15;606,60
20231116;16;666,92
20231116;17;671,91
20231116;18;666,34
20231116;19;638,95
20231116;20;606,44
20231116;21;568,77
20231116;22;522,40
20231116;23;474,06
20231116;24;422,75
20231117;1;474,09
20231117;2;447,71
20231117;3;440,54
20231117;4;438,17
20231117;5;442,37
20231117;6;467,71
20231117;7;525,31
20231117;8;607,56
20231117;9;642,34
20231117;10;618,29
20231117;11;582,50
20231117;12;574,63
20231117;13;557,67
20231117;14;578,87
20231117;15;574,25
20231117;16;615,55
20231117;17;642,88
20231117;18;664,62
20231117;19;670,30
20231117;20;645,80
20231117;21;581,13
20231117;22;522,25
20231117;23;491,81
20231117;24;452,70
20231118;1;488,16
20231118;2;452,34
20231118;3;441,41
20231118;4;434,74
20231118;5;431,45
20231118;6;420,78
20231118;7;413,30
20231118;8;447,66
20231118;9;469,26
20231118;10;464,66
20231118;11;457,47
20231118;12;463,14
20231118;13;455,71
20231118;14;453,12
20231118;15;453,78
20231118;16;550,31
20231118;17;599,67
20231118;18;612,89
20231118;19;594,80
20231118;20;578,89
20231118;21;517,77
20231118;22;425,08
20231118;23;391,87
20231118;24;384,40
20231119;1;377,07
20231119;2;343,93
20231119;3;305,82
20231119;4;303,83
20231119;5;296,81
20231119;6;296,12
20231119;7;294,25
20231119;8;294,41
20231119;9;300,30
20231119;10;354,21
20231119;11;353,96
20231119;12;354,36
20231119;13;366,87
20231119;14;365,15
20231119;15;361,84
20231119;16;386,92
20231119;17;407,18
20231119;18;413,66
20231119;19;419,88
20231119;20;419,73
20231119;21;392,74
20231119;22;381,90
20231119;23;349,47
20231119;24;321,79
20231120;1;266,93
20231120;2;256,51
20231120;3;252,94
20231120;4;275,32
20231120;5;312,56
20231120;6;361,82
20231120;7;462,44
20231120;8;596,35
20231120;9;613,85
20231120;10;604,29
20231120;11;571,55
20231120;12;576,92
20231120;13;576,91
20231120;14;587,83
20231120;15;601,51
20231120;16;636,75
20231120;17;668,03
20231120;18;675,95
20231120;19;666,83
20231120;20;646,32
20231120;21;590,27
20231120;22;515,96
20231120;23;489,59
20231120;24;422,09
20231121;1;433,43
20231121;2;414,57
20231121;3;412,27
20231121;4;408,62
20231121;5;408,37
20231121;6;431,72
20231121;7;562,58
20231121;8;642,06
20231121;9;674,98
20231121;10;651,27
20231121;11;629,47
20231121;12;615,63
20231121;13;601,36
20231121;14;605,83
20231121;15;610,95
20231121;16;631,18
20231121;17;648,05
20231121;18;666,64
20231121;19;643,00
20231121;20;615,41
20231121;21;579,17
20231121;22;510,54
20231121;23;493,11
20231121;24;443,36
20231122;1;445,38
20231122;2;434,77
20231122;3;442,83
20231122;4;437,95
20231122;5;435,91
20231122;6;459,77
20231122;7;585,20
20231122;8;672,12
20231122;9;692,53
20231122;10;631,36
20231122;11;589,30
20231122;12;576,73
20231122;13;584,13
20231122;14;583,97
20231122;15;606,15
20231122;16;668,96
20231122;17;702,28
20231122;18;638,24
20231122;19;593,91
20231122;20;545,39
20231122;21;461,28
20231122;22;399,57
20231122;23;388,26
20231122;24;309,22
20231123;1;267,24
20231123;2;200,32
20231123;3;176,23
20231123;4;161,43
20231123;5;168,68
20231123;6;200,58
20231123;7;356,68
20231123;8;379,08
20231123;9;388,75
20231123;10;388,28
20231123;11;381,06
20231123;12;381,58
20231123;13;381,37
20231123;14;381,31
20231123;15;380,64
20231123;16;386,62
20231123;17;390,00
20231123;18;387,79
20231123;19;380,37
20231123;20;376,51
20231123;21;340,64
20231123;22;259,42
20231123;23;234,59
20231123;24;204,42
20231124;1;131,24
20231124;2;120,08
20231124;3;88,55
20231124;4;96,08
20231124;5;114,06
20231124;6;137,21
20231124;7;358,99
20231124;8;381,72
20231124;9;388,28
20231124;10;383,59
20231124;11;377,06
20231124;12;381,71
20231124;13;381,75
20231124;14;386,42
20231124;15;407,68
20231124;16;457,76
20231124;17;489,12
20231124;18;486,55
20231124;19;482,66
20231124;20;488,72
20231124;21;463,49
20231124;22;399,55
20231124;23;388,98
20231124;24;381,97
20231125;1;357,13
20231125;2;338,25
20231125;3;323,49
20231125;4;314,72
20231125;5;315,85
20231125;6;321,36
20231125;7;342,79
20231125;8;383,54
20231125;9;425,28
20231125;10;461,64
20231125;11;453,58
20231125;12;449,15
20231125;13;459,78
20231125;14;464,09
20231125;15;431,27
20231125;16;472,75
20231125;17;516,20
20231125;18;548,33
20231125;19;550,03
20231125;20;551,17
20231125;21;515,06
20231125;22;488,96
20231125;23;467,08
20231125;24;417,88
20231126;1;393,89
20231126;2;374,41
20231126;3;359,33
20231126;4;350,20
20231126;5;353,73
20231126;6;359,41
20231126;7;368,70
20231126;8;391,21
20231126;9;399,81
20231126;10;396,17
20231126;11;398,55
20231126;12;398,51
20231126;13;411,54
20231126;14;430,59
20231126;15;473,89
20231126;16;508,62
20231126;17;546,12
20231126;18;587,19
20231126;19;590,05
20231126;20;586,64
20231126;21;549,84
20231126;22;510,05
20231126;23;494,20
20231126;24;436,68
20231127;1;406,75
20231127;2;393,82
20231127;3;390,22
20231127;4;387,11
20231127;5;386,82
20231127;6;401,64
20231127;7;546,75
20231127;8;626,71
20231127;9;663,99
20231127;10;646,59
20231127;11;643,94
20231127;12;640,73
20231127;13;640,02
20231127;14;639,33
20231127;15;680,24
20231127;16;688,99
20231127;17;687,80
20231127;18;669,86
20231127;19;655,78
20231127;20;653,82
20231127;21;635,14
20231127;22;502,76
20231127;23;459,49
20231127;24;393,68
20231128;1;385,70
20231128;2;396,56
20231128;3;397,77
20231128;4;403,29
20231128;5;402,38
20231128;6;390,70
20231128;7;543,58
20231128;8;608,44
20231128;9;646,38
20231128;10;639,96
20231128;11;615,40
20231128;12;619,72
20231128;13;620,47
20231128;14;637,85
20231128;15;648,25
20231128;16;670,39
20231128;17;702,38
20231128;18;717,08
20231128;19;710,78
20231128;20;684,89
20231128;21;630,39
20231128;22;549,16
20231128;23;517,47
20231128;24;467,92
20231129;1;466,93
20231129;2;453,82
20231129;3;440,36
20231129;4;446,00
20231129;5;452,51
20231129;6;457,44
20231129;7;568,59
20231129;8;641,03
20231129;9;661,88
20231129;10;662,32
20231129;11;659,31
20231129;12;656,16
20231129;13;653,45
20231129;14;649,26
20231129;15;656,75
20231129;16;685,77
20231129;17;726,13
20231129;18;720,06
20231129;19;704,58
20231129;20;697,32
20231129;21;665,07
20231129;22;589,82
20231129;23;567,93
20231129;24;507,31
20231130;1;479,35
20231130;2;470,41
20231130;3;462,06
20231130;4;461,41
20231130;5;470,42
20231130;6;502,94
20231130;7;591,10
20231130;8;713,68
20231130;9;758,07
20231130;10;747,80
20231130;11;710,08
20231130;12;711,09
20231130;13;712,57
20231130;14;734,88
20231130;15;767,24
20231130;16;772,32
20231130;17;817,98
20231130;18;834,44
20231130;19;810,10
20231130;20;749,89
20231130;21;703,58
20231130;22;594,68
20231130;23;571,18
20231130;24;499,66
