Data;Godzina;RCE
20230707;11;480,52
20230707;12;482,78
20230707;13;482,01
20230707;14;481,07
20230707;15;482,03
20230707;16;526,57
20230707;17;592,90
20230707;18;704,62
20230707;19;645,05
20230707;20;731,71
20230707;21;794,23
20230707;22;725,50
20230707;23;676,45
20230707;24;697,59
20230708;1;481,94
20230708;2;451,05
20230708;3;442,44
20230708;4;429,51
20230708;5;423,77
20230708;6;423,00
20230708;7;432,83
20230708;8;454,14
20230708;9;471,72
20230708;10;429,13
20230708;11;413,83
20230708;12;383,19
20230708;13;371,98
20230708;14;346,37
20230708;15;360,35
20230708;16;371,24
20230708;17;459,69
20230708;18;461,85
20230708;19;524,71
20230708;20;593,22
20230708;21;609,06
20230708;22;600,95
20230708;23;563,93
20230708;24;504,62
20230709;1;489,52
20230709;2;484,04
20230709;3;452,50
20230709;4;492,10
20230709;5;479,65
20230709;6;470,26
20230709;7;457,70
20230709;8;400,12
20230709;9;364,06
20230709;10;299,60
20230709;11;216,63
20230709;12;172,34
20230709;13;140,25
20230709;14;85,22
20230709;15;102,80
20230709;16;158,94
20230709;17;289,31
20230709;18;474,38
20230709;19;515,52
20230709;20;600,61
20230709;21;630,63
20230709;22;630,06
20230709;23;587,81
20230709;24;516,88
20230710;1;494,45
20230710;2;484,04
20230710;3;488,18
20230710;4;488,39
20230710;5;488,88
20230710;6;472,89
20230710;7;551,60
20230710;8;611,81
20230710;9;622,04
20230710;10;584,42
20230710;11;506,71
20230710;12;505,50
20230710;13;504,53
20230710;14;506,94
20230710;15;515,10
20230710;16;573,18
20230710;17;620,03
20230710;18;699,74
20230710;19;720,24
20230710;20;747,34
20230710;21;769,44
20230710;22;764,64
20230710;23;722,34
20230710;24;595,60
20230711;1;525,73
20230711;2;505,24
20230711;3;488,56
20230711;4;491,50
20230711;5;500,50
20230711;6;493,78
20230711;7;561,92
20230711;8;597,69
20230711;9;597,03
20230711;10;546,86
20230711;11;494,01
20230711;12;492,70
20230711;13;492,50
20230711;14;492,72
20230711;15;492,56
20230711;16;520,02
20230711;17;619,59
20230711;18;719,96
20230711;19;738,42
20230711;20;775,69
20230711;21;799,90
20230711;22;750,01
20230711;23;713,27
20230711;24;553,44
20230712;1;609,42
20230712;2;579,10
20230712;3;549,65
20230712;4;515,13
20230712;5;514,19
20230712;6;525,95
20230712;7;600,90
20230712;8;620,87
20230712;9;699,93
20230712;10;677,15
20230712;11;562,12
20230712;12;575,92
20230712;13;585,94
20230712;14;596,87
20230712;15;554,13
20230712;16;597,14
20230712;17;619,88
20230712;18;714,80
20230712;19;717,76
20230712;20;749,90
20230712;21;751,70
20230712;22;732,23
20230712;23;687,50
20230712;24;580,21
20230713;1;491,89
20230713;2;471,23
20230713;3;457,50
20230713;4;458,58
20230713;5;456,82
20230713;6;470,84
20230713;7;596,17
20230713;8;716,31
20230713;9;727,08
20230713;10;715,02
20230713;11;682,86
20230713;12;673,20
20230713;13;639,38
20230713;14;644,60
20230713;15;676,88
20230713;16;684,19
20230713;17;656,78
20230713;18;703,41
20230713;19;713,73
20230713;20;729,30
20230713;21;730,57
20230713;22;719,35
20230713;23;672,71
20230713;24;537,28
20230714;1;544,42
20230714;2;476,28
20230714;3;486,63
20230714;4;485,26
20230714;5;485,20
20230714;6;465,47
20230714;7;661,38
20230714;8;683,82
20230714;9;700,68
20230714;10;586,84
20230714;11;478,79
20230714;12;469,86
20230714;13;470,88
20230714;14;473,30
20230714;15;479,81
20230714;16;514,76
20230714;17;556,39
20230714;18;713,19
20230714;19;717,80
20230714;20;741,39
20230714;21;739,11
20230714;22;697,68
20230714;23;711,50
20230714;24;521,18
20230715;1;518,38
20230715;2;491,84
20230715;3;481,55
20230715;4;490,02
20230715;5;489,82
20230715;6;498,77
20230715;7;459,52
20230715;8;481,78
20230715;9;480,19
20230715;10;406,37
20230715;11;303,89
20230715;12;300,06
20230715;13;281,40
20230715;14;290,23
20230715;15;281,24
20230715;16;311,98
20230715;17;477,01
20230715;18;507,38
20230715;19;540,63
20230715;20;569,44
20230715;21;554,41
20230715;22;546,37
20230715;23;519,60
20230715;24;492,85
20230716;1;367,62
20230716;2;290,92
20230716;3;242,61
20230716;4;249,93
20230716;5;192,40
20230716;6;152,64
20230716;7;119,55
20230716;8;126,89
20230716;9;95,07
20230716;10;38,70
20230716;11;55,57
20230716;12;70,65
20230716;13;102,27
20230716;14;153,75
20230716;15;207,56
20230716;16;259,00
20230716;17;369,38
20230716;18;488,99
20230716;19;530,36
20230716;20;570,59
20230716;21;594,61
20230716;22;596,52
20230716;23;563,88
20230716;24;533,59
20230717;1;501,20
20230717;2;490,36
20230717;3;493,48
20230717;4;490,70
20230717;5;493,22
20230717;6;488,78
20230717;7;643,09
20230717;8;706,65
20230717;9;721,63
20230717;10;661,34
20230717;11;515,09
20230717;12;491,29
20230717;13;490,22
20230717;14;489,83
20230717;15;491,02
20230717;16;504,90
20230717;17;576,77
20230717;18;706,46
20230717;19;733,88
20230717;20;776,27
20230717;21;770,24
20230717;22;794,87
20230717;23;722,88
20230717;24;586,45
20230718;1;560,83
20230718;2;495,02
20230718;3;495,58
20230718;4;504,51
20230718;5;494,86
20230718;6;494,42
20230718;7;540,67
20230718;8;547,51
20230718;9;508,59
20230718;10;421,73
20230718;11;379,15
20230718;12;364,28
20230718;13;384,71
20230718;14;373,15
20230718;15;392,15
20230718;16;466,39
20230718;17;512,15
20230718;18;702,80
20230718;19;732,25
20230718;20;786,50
20230718;21;836,49
20230718;22;779,02
20230718;23;699,80
20230718;24;684,91
20230719;1;505,82
20230719;2;486,06
20230719;3;466,37
20230719;4;468,09
20230719;5;486,47
20230719;6;500,16
20230719;7;651,85
20230719;8;717,32
20230719;9;718,70
20230719;10;699,15
20230719;11;554,79
20230719;12;541,70
20230719;13;567,23
20230719;14;551,61
20230719;15;531,63
20230719;16;617,47
20230719;17;601,06
20230719;18;700,09
20230719;19;719,34
20230719;20;763,17
20230719;21;798,68
20230719;22;754,00
20230719;23;713,93
20230719;24;611,24
20230720;1;514,61
20230720;2;488,60
20230720;3;484,56
20230720;4;476,40
20230720;5;462,37
20230720;6;483,45
20230720;7;649,90
20230720;8;709,41
20230720;9;720,90
20230720;10;679,28
20230720;11;621,33
20230720;12;562,43
20230720;13;507,57
20230720;14;485,75
20230720;15;489,55
20230720;16;492,67
20230720;17;492,78
20230720;18;623,09
20230720;19;720,55
20230720;20;725,19
20230720;21;749,10
20230720;22;721,84
20230720;23;706,85
20230720;24;583,51
20230721;1;489,08
20230721;2;470,43
20230721;3;458,51
20230721;4;456,19
20230721;5;461,17
20230721;6;477,53
20230721;7;699,89
20230721;8;725,44
20230721;9;724,30
20230721;10;701,46
20230721;11;546,32
20230721;12;519,30
20230721;13;523,24
20230721;14;556,13
20230721;15;538,74
20230721;16;608,93
20230721;17;720,03
20230721;18;728,02
20230721;19;753,84
20230721;20;769,48
20230721;21;774,42
20230721;22;752,74
20230721;23;714,31
20230721;24;606,05
20230722;1;516,03
20230722;2;500,18
20230722;3;454,53
20230722;4;454,27
20230722;5;439,43
20230722;6;447,34
20230722;7;503,88
20230722;8;498,66
20230722;9;508,53
20230722;10;423,06
20230722;11;294,44
20230722;12;201,61
20230722;13;183,57
20230722;14;127,06
20230722;15;148,39
20230722;16;189,56
20230722;17;277,72
20230722;18;474,43
20230722;19;522,70
20230722;20;604,60
20230722;21;622,44
20230722;22;603,44
20230722;23;546,41
20230722;24;494,86
20230723;1;487,12
20230723;2;403,54
20230723;3;370,37
20230723;4;379,73
20230723;5;335,08
20230723;6;319,03
20230723;7;311,45
20230723;8;281,45
20230723;9;285,26
20230723;10;278,96
20230723;11;288,54
20230723;12;275,13
20230723;13;266,25
20230723;14;264,63
20230723;15;271,61
20230723;16;344,54
20230723;17;409,34
20230723;18;508,27
20230723;19;512,30
20230723;20;504,38
20230723;21;518,95
20230723;22;521,63
20230723;23;504,44
20230723;24;470,61
20230724;1;498,00
20230724;2;440,50
20230724;3;429,46
20230724;4;429,46
20230724;5;430,36
20230724;6;442,20
20230724;7;565,65
20230724;8;637,01
20230724;9;685,90
20230724;10;550,61
20230724;11;515,97
20230724;12;502,52
20230724;13;490,31
20230724;14;514,38
20230724;15;514,44
20230724;16;534,34
20230724;17;655,45
20230724;18;740,13
20230724;19;747,41
20230724;20;777,11
20230724;21;770,43
20230724;22;746,81
20230724;23;718,06
20230724;24;559,16
20230725;1;622,08
20230725;2;569,95
20230725;3;553,02
20230725;4;522,76
20230725;5;553,44
20230725;6;543,89
20230725;7;631,04
20230725;8;669,11
20230725;9;714,17
20230725;10;672,24
20230725;11;517,79
20230725;12;513,92
20230725;13;513,78
20230725;14;540,90
20230725;15;605,27
20230725;16;730,60
20230725;17;721,82
20230725;18;727,44
20230725;19;756,95
20230725;20;780,93
20230725;21;781,02
20230725;22;767,05
20230725;23;739,89
20230725;24;683,63
20230726;1;475,63
20230726;2;447,64
20230726;3;460,28
20230726;4;466,63
20230726;5;468,00
20230726;6;463,94
20230726;7;567,28
20230726;8;627,70
20230726;9;659,25
20230726;10;640,23
20230726;11;614,70
20230726;12;614,51
20230726;13;643,15
20230726;14;605,19
20230726;15;582,45
20230726;16;638,24
20230726;17;643,85
20230726;18;688,97
20230726;19;729,98
20230726;20;705,51
20230726;21;732,59
20230726;22;713,81
20230726;23;688,63
20230726;24;535,76
20230727;1;470,71
20230727;2;442,63
20230727;3;450,42
20230727;4;457,03
20230727;5;453,05
20230727;6;461,21
20230727;7;612,31
20230727;8;690,35
20230727;9;696,83
20230727;10;549,06
20230727;11;479,36
20230727;12;468,22
20230727;13;458,14
20230727;14;481,71
20230727;15;510,48
20230727;16;513,82
20230727;17;565,98
20230727;18;728,52
20230727;19;730,49
20230727;20;728,23
20230727;21;737,61
20230727;22;740,26
20230727;23;711,39
20230727;24;546,15
20230728;1;432,34
20230728;2;422,88
20230728;3;424,66
20230728;4;422,67
20230728;5;427,21
20230728;6;420,79
20230728;7;532,46
20230728;8;573,77
20230728;9;627,41
20230728;10;646,38
20230728;11;636,32
20230728;12;695,57
20230728;13;674,73
20230728;14;628,10
20230728;15;580,28
20230728;16;598,14
20230728;17;578,55
20230728;18;629,02
20230728;19;698,86
20230728;20;716,87
20230728;21;722,70
20230728;22;706,48
20230728;23;639,63
20230728;24;499,19
20230729;1;465,99
20230729;2;441,37
20230729;3;441,44
20230729;4;435,41
20230729;5;429,81
20230729;6;431,42
20230729;7;484,91
20230729;8;499,60
20230729;9;502,34
20230729;10;502,41
20230729;11;449,94
20230729;12;447,42
20230729;13;439,68
20230729;14;449,95
20230729;15;439,90
20230729;16;500,47
20230729;17;506,45
20230729;18;600,37
20230729;19;615,32
20230729;20;622,50
20230729;21;625,72
20230729;22;611,61
20230729;23;522,22
20230729;24;436,90
20230730;1;433,10
20230730;2;351,82
20230730;3;356,70
20230730;4;369,31
20230730;5;349,38
20230730;6;352,39
20230730;7;302,49
20230730;8;219,02
20230730;9;180,08
20230730;10;107,74
20230730;11;70,20
20230730;12;120,64
20230730;13;100,22
20230730;14;110,73
20230730;15;196,55
20230730;16;138,05
20230730;17;265,38
20230730;18;487,88
20230730;19;516,28
20230730;20;540,12
20230730;21;573,44
20230730;22;565,01
20230730;23;499,24
20230730;24;469,29
20230731;1;493,66
20230731;2;494,00
20230731;3;482,57
20230731;4;483,10
20230731;5;487,53
20230731;6;488,00
20230731;7;508,09
20230731;8;588,19
20230731;9;644,21
20230731;10;587,23
20230731;11;494,69
20230731;12;493,94
20230731;13;493,86
20230731;14;493,86
20230731;15;494,19
20230731;16;495,09
20230731;17;551,99
20230731;18;682,55
20230731;19;725,45
20230731;20;728,86
20230731;21;727,25
20230731;22;721,69
20230731;23;578,99
20230731;24;476,39
